1;Technical;E&ECE;;Technical;E&ECE;;Technical;E&ECE;
251;Technical;Geological Sciences: Any;;Technical;Geological Sciences: Any;;Technical;Geological Sciences: Any;
252;Technical;No Specific area of interest: Any;;Non-Technical;Any;;Technical;No Specific area of interest: Any;
253;Technical;Mechanical Engineering: Fluid Mechanics, CFD;;Technical;Aerospace Engineering: Integrated Modeling and Simulation;;Technical;Aerospace Engineering: Aerodynamics;
254;Technical;instrumentation;;Technical;instrumentation;;Technical;instrumentation;
255;Technical;No Specific area of interest: Any;;Non-Technical;Business Administration;;Technical;No Specific area of interest: Any;
256;Technical;Mathematics: Any;;Technical;Mathematics: Any;;Technical;Mathematics: Any;
257;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;
258;Technical;Biotechnology: Any;;Technical;Biotechnology: Any;;Technical;Biotechnology: Any;
259;Non-Technical;Banking Finance;;Non-Technical;Business Administration;;Non-Technical;Finance;
260;Non-Technical;Banking Finance;;Non-Technical;Business Administration;;Non-Technical;Finance;
261;Technical;Mechanical Engineering: MEMS;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Mechanical Engineering: Machine Design and Dynamics;
262;Technical;Geological Sciences: Seismology and Geothermics;;Technical;Geological Sciences: Ore Petrology;;Technical;No Specific area of interest: Any;
263;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Cloud Computing;;Technical;Computer Science and Engineering: Digital Image Processing;
264;Technical;Geological Sciences: Seismology and Geothermics;;Technical;Geological Sciences: Seismology and Geothermics;;Technical;Geological Sciences: Any;
265;Technical;physics;;Technical;physics;;Technical;physics;
266;Technical;Geological Sciences: Any;;Technical;Computer Science and Engineering: Any;;Non-Technical;Writing and Editing;
267;Non-Technical;Business Administration;;Non-Technical;Human Relations;;Non-Technical;Marketing and Advertising;
268;Technical;industrtial engineering and management;;Technical;industrtial engineering and management;;Technical;industrtial engineering and management;
269;Non-Technical;Legal Services;;Non-Technical;Business Administration;;Non-Technical;Consulting;
270;Technical;Metallurgical Engineering and Material Science: Phase Transformation;;Technical;Metallurgical Engineering and Material Science: Deformation Behaviour/Metal Form;;Technical;Metallurgical Engineering and Material Science: Failure and Fracture Mechanics;
271;Technical;Chemistry: Synthetic Organic Chemistry;;Technical;Chemistry: Bio-organic Chemistry;;Technical;Chemistry: Polymer Chemistry;
272;Technical;Geological Sciences: Any;;Technical;Geological Sciences: Any;;Technical;Geological Sciences: Any;
273;Technical;Mining Engineering;;Technical;Mining Engineering;;Technical;Mining Engineering;
274;Non-Technical;Any;;Non-Technical;Banking Finance;;Non-Technical;Consulting;
275;Technical;industrial & system engineering;;Technical;industrial & system engineering;;Technical;industrial & system engineering;
276;Technical;MATHEMATICS;;Technical;MATHEMATICS;;Technical;MATHEMATICS;
277;Technical;Ocean Engineering & Naval Architecture: Any;;Technical;Ocean Engineering & Naval Architecture: Any;;Technical;Ocean Engineering & Naval Architecture: Any;
278;Technical;Electrical Engineering: Control and Computing;;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;;Technical;Electrical Engineering: Any;
279;Technical;CSE;;Technical;CSE;;Technical;CSE;
280;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Computer Science and Engineering: Digital Image Processing;;Technical;Computer Science and Engineering: Machine Learning/Data Mining;
281;Technical;Chemical Engineering: Petrochemical;;Technical;Chemical Engineering: Petrochemical;;Non-Technical;Business Administration;
282;Technical;Chemistry: Bio-organic Chemistry;;Non-Technical;Any;;Technical;Chemistry: Any;
283;Technical;Chemical Engineering: Any;;Technical;No Specific area of interest: Any;;Technical;Chemistry: Synthetic Organic Chemistry;
284;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
285;Non-Technical;Finance;;Non-Technical;Finance;;Non-Technical;Finance;
286;Technical;Chemical Engineering: Any;;Technical;Chemical Engineering: Optimization and Control;;Technical;No Specific area of interest: Any;
287;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Computer Science and Engineering: Embedded Systems;
288;Non-Technical;Finance;;Non-Technical;Enterpreneurship;;Non-Technical;Consulting;
289;Technical;Chemical Engineering: Any;;Technical;No Specific area of interest: Any;;Non-Technical;Any;
290;Technical;No Specific area of interest: Any;;Technical;Industrial Engineering Operations Research: Financial Engineering;;Non-Technical;Business Administration;
291;Non-Technical;Banking Finance;;Non-Technical;Banking Finance;;Non-Technical;Any;
292;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
293;Technical;mechanical;;Technical;mechanical;;Technical;mechanical;
294;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Electrical Engineering: Communication and Signal Processing;;Technical;Electronics & Electrical Communication Engineering: Any;
295;Technical;Biotechnology: Any;;Technical;Biotechnology: Any;;Technical;No Specific area of interest: Any;
296;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Computer Science and Engineering: Any;
297;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;
298;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;;Technical;Mechanical Engineering: Machine Design and Dynamics;;Technical;Aerospace Engineering: Any;
299;Technical;No Specific area of interest: Any;;Technical;Computer Science and Engineering: Any;;Non-Technical;Any;
300;Technical;Metallurgical Engineering and Material Science: Polymers/Composites;;Technical;Metallurgical Engineering and Material Science: Nano Materials;;Technical;Metallurgical Engineering and Material Science: Thin Films/Semiconductors;
301;Technical;Chemical Engineering;;Technical;Chemical Engineering;;Technical;Chemical Engineering;
302;Technical;Computer Science and Engineering: Embedded Systems;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electrical Engineering: Any;
303;Technical;Architecture;;Technical;Architecture;;Technical;Architecture;
304;Technical;Civil Engineering: Structural Engineering and Safety;;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;
305;Non-Technical;Consulting;;Non-Technical;Consulting;;Non-Technical;Consulting;
306;Technical;Mathematics: Any;;Technical;Computer Science and Engineering: Any;;Technical;Mathematics: Theoretical Computer Science;
307;Technical;Mathematics: Any;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Digital Image Processing;
308;Technical;Metallurgical and Materials Engg.;;Technical;Metallurgical and Materials Engg.;;Technical;Metallurgical and Materials Engg.;
309;Technical;Aerospace Engineering: Any;;Technical;Aerospace Engineering: Any;;Technical;Aerospace Engineering: Aerodynamics;
310;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Non-Technical;No Specific area of interest: Any;
311;Technical;Agricultural and Food Engineering Department;;Technical;Agricultural and Food Engineering Department;;Technical;Agricultural and Food Engineering Department;
312;Technical;Chemical Engineering: Petrochemical;;Technical;Chemical Engineering: Any;;Non-Technical;Enterpreneurship;
313;Technical;Industrial Engineering Operations Research: Financial Engineering;;Technical;Industrial Engineering and Management: Any;;Non-Technical;Any;
314;Non-Technical;Any;;Technical;Industrial Engineering Operations Research: Financial Engineering;;Technical;No Specific area of interest: Any;
315;Technical;Mining Engineering;;Technical;Mining Engineering;;Technical;Mining Engineering;
316;Technical;Civil Engineering: Structural Engineering and Safety;;Technical;Civil Engineering: Structural Engineering and Safety;;Technical;Civil Engineering: Structural Engineering and Safety;
317;Non-Technical;Finance;;Technical;Agricultural & Food Engineering: Any;;Technical;Industrial Engineering Operations Research: Financial Engineering;
318;Non-Technical;Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
319;Technical;Metallurgical Engineering and Material Science: Any;;Technical;Metallurgical Engineering and Material Science: Any;;Non-Technical;Government Administrations;
320;Technical;Aerospace Engineering: Controls;;Technical;Aerospace Engineering: Controls;;Technical;Mechanical Engineering: Any;
321;Non-Technical;Consulting;;Technical;Industrial Engineering Operations Research: Supply Chain Analysis and Inventory ;;Technical;Industrial Engineering Operations Research: Supply Chain Analysis and Inventory ;
322;Technical;chemical engineering;;Technical;chemical engineering;;Technical;chemical engineering;
323;Non-Technical;Consulting;;Technical;Biotechnology: Any;;Non-Technical;Consulting;
324;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Environmental Geotechnology;
325;Technical;No Specific area of interest: Any;;Non-Technical;Banking Finance;;Non-Technical;Consulting;
326;Technical;Physics;;Technical;Physics;;Technical;Physics;
327;Technical;Computer Science and Engineering: Embedded Systems;;Technical;Computer Science and Engineering: Electronics/Microprocessors;;Technical;Computer Science and Engineering: Distributed Systems;
328;Non-Technical;Any;;Non-Technical;Any;;Non-Technical;Any;
329;Non-Technical;Any;;Non-Technical;Any;;Non-Technical;Any;
330;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;
331;Technical;Chemical Engineering: Environmental Engineering;;Technical;Civil Engineering: Environmental Geotechnology;;Technical;Civil Engineering: Environmental Geotechnology;
332;Technical;Geology & Geophysics;;Technical;Geology & Geophysics;;Technical;Geology & Geophysics;
333;Technical;Biotechnology: Any;;Technical;Chemical Engineering: Environmental Engineering;;Technical;No Specific area of interest: Any;
334;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;Mechanical Engineering: Any;
335;Technical;Mechanical;;Technical;Mechanical;;Technical;Mechanical;
336;Technical;Architecture & Regional Planning: Any;;Technical;Architecture & Regional Planning: Any;;Technical;Architecture & Regional Planning: Any;
337;Technical;ARP;;Technical;ARP;;Technical;ARP;
338;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;
339;Non-Technical;Consulting;;Non-Technical;Finance;;Technical;Physics: Any;
340;Technical;Electrical Engineering: Power Electronics & Power Systems;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electrical Engineering: Electronic Systems;
341;Technical;Metallurgical And Materials Engineering;;Technical;Metallurgical And Materials Engineering;;Technical;Metallurgical And Materials Engineering;
342;Technical;Civil;;Technical;Civil;;Technical;Civil;
343;Non-Technical;Finance;;Non-Technical;Consulting;;Non-Technical;Any;
344;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Computer Science and Engineering: Any;
345;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
346;Technical;HSS;;Technical;HSS;;Technical;HSS;
347;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;;Non-Technical;Film and Media;
348;Technical;Ocean Engineering & Naval Architecture: Any;;Technical;Ocean Engineering & Naval Architecture: Any;;Technical;Ocean Engineering & Naval Architecture: Any;
349;Non-Technical;Research;;Non-Technical;Business Administration;;Non-Technical;Any;
350;Technical;Computer Science and Engineering: Software Engineering;;Technical;No Specific area of interest: Any;;Technical;Computer Science and Engineering: Any;
351;Technical;No Specific area of interest: Any;;Technical;Mechanical Engineering: Any;;Non-Technical;Any;
352;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
353;Non-Technical;Consulting;;Non-Technical;Any;;Technical;No Specific area of interest: Any;
354;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;
355;Non-Technical;Consulting;;Non-Technical;Consulting;;Non-Technical;Consulting;
356;Technical;Geological Sciences: Any;;Technical;Geological Sciences: Any;;Technical;Geological Sciences: Any;
357;Non-Technical;Banking Finance;;Non-Technical;Banking Finance;;Non-Technical;Banking Finance;
358;Technical;ELEctrical Engineering;;Technical;ELEctrical Engineering;;Technical;ELEctrical Engineering;
359;Technical;Architecture & Regional Planning: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
360;Non-Technical;Consulting;;Non-Technical;Banking Finance;;Non-Technical;Consulting;
361;Technical;Geology & Geophysics;;Technical;Geology & Geophysics;;Technical;Geology & Geophysics;
362;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;
363;Technical;Geological Sciences: Geostatistics and Ore Deposit Modeling;;Technical;Geological Sciences: Geostatistics and Ore Deposit Modeling;;Technical;Geological Sciences: Geostatistics and Ore Deposit Modeling;
364;Non-Technical;Finance;;Non-Technical;Finance;;Non-Technical;Banking Finance;
365;Technical;Ocean Engineering & Naval Architecture: Any;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Non-Technical;Business Administration;
366;Technical;Geology & Geophysics;;Technical;Geology & Geophysics;;Technical;Geology & Geophysics;
367;Technical;Geological Sciences: Seismology and Geothermics;;Technical;Geological Sciences: Seismology and Geothermics;;Technical;Geological Sciences: Seismology and Geothermics;
368;Technical;Geology and Geophysics;;Technical;Geology and Geophysics;;Technical;Geology and Geophysics;
369;Technical;Agricultural & Food Engineering: Any;;Technical;Agricultural & Food Engineering: Any;;Non-Technical;Business Administration;
370;Technical;Geological Sciences: Seismology and Geothermics;;Technical;Energy Science and Engineering: Geostatics abd Geomodelling;;Technical;Geological Sciences: Any;
371;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;
372;Technical;Electrical Engineering: Power Electronics & Power Systems;;Technical;Electrical Engineering: Any;;Non-Technical;Consulting;
373;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Computer Science and Engineering: Digital Image Processing;;Technical;Computer Science and Engineering: Networks;
374;Technical;No Specific area of interest: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;No Specific area of interest: Any;
375;Technical;Electrical Engineering: Power Electronics & Power Systems;;Technical;Electrical Engineering: Communication and Signal Processing;;Technical;Electrical Engineering: Communication and Signal Processing;
376;Technical;Medical Science and Technology: Medical Devices;;Technical;Medical Science and Technology: Any;;Technical;Medical Science and Technology: Any;
377;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Non-Technical;Any;
378;Technical;Computer Science and Engineering: Cloud Computing;;Technical;Computer Science and Engineering: Cloud Computing;;Technical;Computer Science and Engineering: Cloud Computing;
379;Non-Technical;Consulting;;Non-Technical;Consulting;;Technical;Industrial Engineering Operations Research: Financial Engineering;
380;Technical;Metallurgical Engineering and Material Science: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
381;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Non-Technical;Any;
382;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
383;Technical;Physics: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Non-Technical;Any;
384;Technical;Biotechnology: Any;;Technical;Chemical Engineering: Bioprocess Engineering and Food Engineering;;Technical;Computer Science and Engineering: Machine Learning/Data Mining;
385;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;;Technical;Mechanical Engineering: Systems & Control;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;
386;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;
387;Technical;Mechanical Engineering: Solid Mechanics & Stress Analysis;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;
388;Technical;Chemical Enginering;;Technical;Chemical Enginering;;Technical;Chemical Enginering;
389;Technical;Chemical Engineering: Distillation, Adsorption, Piping Engineering;;Technical;Chemical Engineering: Separation Process;;Technical;Chemical Engineering: Membrane Processes;
390;Non-Technical;Business Administration;;Technical;Computer Science and Engineering: Software Engineering;;Non-Technical;Enterpreneurship;
391;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;;Non-Technical;Banking Finance;
392;Non-Technical;Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
393;Non-Technical;Business Administration;;Non-Technical;Business Administration;;Non-Technical;Consulting;
394;Technical;Biotechnology;;Technical;Biotechnology;;Technical;Biotechnology;
395;Non-Technical;Finance;;Non-Technical;Finance;;Non-Technical;Finance;
396;Non-Technical;Banking Finance;;Non-Technical;Any;;Non-Technical;Banking Finance;
397;Technical;Chemical Engineering: Any;;Non-Technical;Consulting;;Technical;Chemical Engineering: Any;
398;Technical;Industrial Engineering Operations Research: Supply Chain Analysis and Inventory Planning;;Non-Technical;Banking Finance;;Non-Technical;Consulting;
399;Technical;Mechanical Engineering: Machine Design and Dynamics;;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;
400;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Natural Language Processing;;Technical;Computer Science and Engineering: Any;
401;Non-Technical;Business Administration;;Non-Technical;Consulting;;Non-Technical;Consulting;
402;Non-Technical;Any;;Non-Technical;Any;;Non-Technical;Any;
403;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;
404;Technical;mechanical;;Technical;mechanical;;Technical;mechanical;
405;Technical;Agricultural & Food Engineering: Any;;Non-Technical;Business Administration;;Non-Technical;Education Management;
406;Technical;No Specific area of interest: Any;;Non-Technical;Business Administration;;Non-Technical;Education Management;
407;Technical;Aerospace engineering;;Technical;Aerospace engineering;;Technical;Aerospace engineering;
408;Non-Technical;Finance;;Non-Technical;Finance;;Non-Technical;Finance;
409;Non-Technical;Human Relations;;Technical;Energy Science and Engineering: Geomagnetism and general Geophysics;;Non-Technical;Business Administration;
410;Technical;Computer Science and Engineering: Software Engineering;;Technical;Computer Science and Engineering: Networks;;Technical;Computer Science and Engineering: Networks;
411;Technical;Ocean Engineering and Naval Architecture;;Technical;Ocean Engineering and Naval Architecture;;Technical;Ocean Engineering and Naval Architecture;
412;Non-Technical;Government Administrations;;Technical;Electrical Engineering: Any;;Non-Technical;Business Administration;
413;Technical;Civil Engineering: Structural Engineering and Safety;;Technical;Aerospace Engineering: Structures;;Technical;Civil Engineering: Structural Engineering and Safety;
414;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;
415;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;;Technical;Metallurgical and Materials Engineering;
416;Technical;Architecture & Regional Planning: Any;;Technical;Architecture & Regional Planning: Any;;Technical;Architecture & Regional Planning: Any;
417;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Structural Engineering and Safety;;Technical;Civil Engineering: Surface and Ground Water Management Systems;
418;Technical;Civil Engineering: Structural Engineering and Safety;;Technical;Civil Engineering: Structural Engineering and Safety;;Technical;Civil Engineering: Structural Engineering and Safety;
419;Technical;Chemical;;Technical;Chemical;;Technical;Chemical;
420;Technical;Chemical;;Technical;Chemical;;Technical;Chemical;
421;Technical;Computer Science and Engineering: Any;;Technical;Physics: Any;;Non-Technical;Enterpreneurship;
422;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
423;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
424;Technical;Mathematics: Any;;Technical;Electrical Engineering: Any;;Technical;Mechanical Engineering: Any;
425;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;
426;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;
427;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;
428;Technical;Computer Science and Engineering: Any;;Non-Technical;Any;;Non-Technical;Any;
429;Technical;Computer Science and Engineering: Cloud Computing;;Technical;Computer Science and Engineering: Any;;Technical;Reliability Engineering Centre: Software Reliability;
430;Technical;Aerospace Engineering: Any;;Technical;Aerospace Engineering: Any;;Technical;Aerospace Engineering: Any;
431;Technical;No Specific area of interest: Any;;Non-Technical;Any;;Technical;No Specific area of interest: Any;
432;Technical;Electronics and Electrical Communication;;Technical;Electronics and Electrical Communication;;Technical;Electronics and Electrical Communication;
433;Technical;Electrical Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Non-Technical;Enterpreneurship;
434;Technical;Medical Science and Technology: Any;;Technical;Medical Science and Technology: Any;;Technical;Medical Science and Technology: Any;
435;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;
436;Technical;Physics: Theoretical Nuclear Physics;;Technical;Physics: Any;;Technical;Chemistry: Theoretical Chemistry;
437;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;
438;Non-Technical;Consulting;;Non-Technical;Government Administrations;;Non-Technical;Consulting;
439;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;
440;Technical;Computer Science and Engineering: Database;;Technical;Computer Science and Engineering: Networks;;Technical;Computer Science and Engineering: Any;
441;Technical;Physics: Astronomy;;Technical;Physics: Any;;Technical;Physics: Any;
442;Technical;Computer Science and Engineering: Software Engineering;;Technical;Aerospace Engineering: Systems Design and Engineering;;Technical;Computer Science and Engineering: Any;
443;Technical;Civil Engineering;;Technical;Civil Engineering;;Technical;Civil Engineering;
444;Non-Technical;Graphic Design;;Non-Technical;Any;;Technical;Civil Engineering: Structural Engineering and Safety;
445;Technical;Aerospace Engineering: Any;;Non-Technical;Enterpreneurship;;Technical;Aerospace Engineering: Integrated Modeling and Simulation;
446;Technical;Mechanical Engineering: Any;;Non-Technical;Government Administrations;;Technical;Mechanical Engineering: Any;
447;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;;Technical;Mechanical Engineering: Manufacturing Processes and Systems;;Technical;Electrical Engineering: Micro Electronics;
448;Technical;Aerospace Engineering: Any;;Technical;Aerospace Engineering: Any;;Technical;Aerospace Engineering: Any;
449;Technical;Biotechnology: Any;;Technical;Biotechnology: Any;;Technical;Chemical Engineering: Bioprocess Engineering and Food Engineering;
450;Technical;Chemistry: Coordination Chemistry;;Non-Technical;Enterpreneurship;;Non-Technical;Chess;
451;Technical;Computer Science and Engineering: Any;;Technical;No Specific area of interest: Any;;Technical;Computer Science and Engineering: Any;
452;Technical;Electrical Engineering: Micro Electronics;;Technical;Electrical Engineering: Electronic Systems;;Technical;Computer Science and Engineering: Any;
453;Technical;Electrical Engineering;;Technical;Electrical Engineering;;Technical;Electrical Engineering;
454;Technical;Physics: Any;;Technical;Physics: Any;;Technical;Physics: Semiconductor Nanomaterials;
455;Technical;Physics: Any;;Technical;Physics: Astronomy;;Technical;Physics: Experimental Nuclear Physics;
456;Technical;Agricultural & Food Engineering: Any;;Technical;Agricultural & Food Engineering: Any;;Technical;Agricultural & Food Engineering: Any;
457;Technical;Computer Science and Engineering: Machine Learning/Data Mining;;Technical;Computer Science and Engineering: Database;;Technical;Computer Science and Engineering: Software Engineering;
458;Technical;Aerospace Engineering: Aerodynamics;;Technical;Aerospace Engineering: Structures;;Technical;Aerospace Engineering: Any;
459;Technical;Computer Science and Engineering: Embedded Systems;;Technical;Computer Science and Engineering: Networks;;Technical;Computer Science and Engineering: Networks;
460;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
461;Technical;Physics: Experimental Nuclear Physics;;Technical;Physics: Astronomy;;Technical;Physics: Any;
462;Technical;Civil Engineering: Any;;Technical;Civil Engineering: Any;;Technical;Computer Science and Engineering: Any;
463;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;;Technical;Computer Science and Engineering: Any;
464;Technical;Chemistry: Synthetic Organic Chemistry;;Technical;Chemistry: Bio-organic Chemistry;;Technical;Medical Science and Technology: Controlled Drug Delivery Systems;
465;Technical;Computer Science and Engineering: Any;;Technical;No Specific area of interest: Any;;Non-Technical;Any;
466;Technical;No Specific area of interest: Any;;Non-Technical;Any;;Non-Technical;Enterpreneurship;
467;Technical;Metallurgical Engineering and Material Science: Any;;Technical;Metallurgical Engineering and Material Science: Any;;Non-Technical;Any;
468;Non-Technical;Any;;Technical;No Specific area of interest: Any;;Non-Technical;Any;
469;Non-Technical;Any;;Non-Technical;Any;;Non-Technical;Any;
470;Technical;Aerospace Engineering: Any;;Technical;Aerospace Engineering: Any;;Technical;Aerospace Engineering: Any;
471;Technical;Mechanical Engineering: Any;;Non-Technical;Government Administrations;;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;
472;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Thermodynamics and Heat Transfer;;Non-Technical;Enterpreneurship;
473;Technical;Chemical Engineering: Fluid Mechanics;;Non-Technical;Music;;Non-Technical;Arts and Crafts;
474;Non-Technical;International Business;;Non-Technical;Any;;Technical;Chemical Engineering: Any;
475;Technical;Chemical Engg;;Technical;Chemical Engg;;Technical;Chemical Engg;
476;Technical;Physics: Magnetism and Magnetic Materials;;Technical;Physics: Theoretical Condensed Matter Physics;;Technical;Physics: Any;
477;Technical;Computer Science and Engineering: Software Engineering;;Technical;Mechanical Engineering: CAD-CAM Robotics,Artificial Intelligence;;Technical;Computer Science and Engineering: Electronics/Microprocessors;
478;Technical;Mechanical Engineering: Any;;Technical;Mechanical Engineering: Any;;Non-Technical;Banking Finance;
479;Technical;Oceans, Rivers, Atmosphere and Land Sciences: Any;;Technical;Civil Engineering: Remote Sensing, GIS and GPS studies;;Technical;Civil Engineering: Remote Sensing;
480;Technical;Electrical Engineering: Micro Electronics;;Technical;Electrical Engineering: Electronic Systems;;Non-Technical;Any;
481;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
482;Technical;Electrical Engineering: Communication and Signal Processing;;Technical;Electrical Engineering: Power Electronics & Power Systems;;Technical;Computer Science and Engineering: Embedded Systems;
483;Technical;No Specific area of interest: Any;;Technical;No Specific area of interest: Any;;Non-Technical;Enterpreneurship;
484;Technical;Mechanical Engineering: Fluid Mechanics, CFD;;Technical;Mechanical Engineering: Fluid Mechanics, CFD;;Technical;Mechanical Engineering: Fluid Mechanics, CFD;
485;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Computer Science and Engineering: Compilers;;Non-Technical;Marketing and Advertising;
486;Technical;Aerospace Engineering: Aerodynamics;;Technical;Aerospace Engineering: Structures;;Technical;Aerospace Engineering: Structures;
487;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Computer Science and Engineering: Networks;;Technical;No Specific area of interest: Any;
488;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;;Technical;Electronics & Electrical Communication Engineering: Any;
489;Technical;Computer Science and Engineering: Software Engineering;;Non-Technical;Finance;;Non-Technical;Consulting;
490;Technical;Humanities and Social Sciences: Industry Finance;;Technical;Industrial Engineering and Management: New Media Design,Internet,Multimedia Inte;;Technical;Geological Sciences: Marine Geology;
491;Non-Technical;Finance;;Technical;Metallurgical Engineering and Material Science: Electronic Materials;;Non-Technical;Banking Finance;
492;Technical;Physics: Quantum Computing;;Technical;Physics: Astronomy;;Technical;Computer Science and Engineering: Electronics/Microprocessors;
